epoch,loss,val_loss
0,3.062788486480713,1.9667004346847534
1,2.0529065132141113,1.8938820362091064
2,2.0024025440216064,1.8778244256973267
3,1.998705267906189,1.883844017982483
4,2.0051493644714355,1.8877817392349243
5,1.9993901252746582,1.8797974586486816
6,1.991173267364502,1.868674397468567
7,2.008025884628296,1.890991449356079
8,2.00281023979187,1.876231074333191
9,2.00003981590271,1.8722214698791504
10,1.9973876476287842,1.8645093441009521
11,1.9928574562072754,1.85129976272583
12,1.971461296081543,1.7770287990570068
13,1.6478396654129028,1.4663736820220947
14,1.5742928981781006,1.4609384536743164
15,1.5562026500701904,1.4495230913162231
16,1.5375118255615234,1.4463272094726562
17,1.5198523998260498,1.440423607826233
18,1.5041096210479736,1.4379328489303589
19,1.489632248878479,1.4369267225265503
20,1.4770961999893188,1.4367899894714355
21,1.4677029848098755,1.4374319314956665
22,1.4567699432373047,1.4412096738815308
23,1.447594404220581,1.4438085556030273
24,1.4388352632522583,1.4429179430007935
25,1.430628776550293,1.4460846185684204
26,1.4243136644363403,1.4471848011016846
27,1.4142019748687744,1.4541151523590088
28,1.4024187326431274,1.4556629657745361
29,1.39078688621521,1.45240318775177
30,1.3804770708084106,1.4558358192443848
31,1.3708118200302124,1.4583117961883545
32,1.3607019186019897,1.4668285846710205
33,1.3512014150619507,1.4755293130874634
34,1.3413846492767334,1.4799548387527466
35,1.3342031240463257,1.4854122400283813
36,1.3260470628738403,1.478133201599121
37,1.3182281255722046,1.4919946193695068
38,1.3106874227523804,1.4921784400939941
39,1.305679202079773,1.4913604259490967
40,1.3050687313079834,1.4948458671569824
41,1.3074244260787964,1.5008869171142578
42,1.2932653427124023,1.4977277517318726
43,1.277518391609192,1.5012530088424683
44,1.2659090757369995,1.5024542808532715
45,1.2559095621109009,1.515494465827942
46,1.2461644411087036,1.5306143760681152
47,1.2378389835357666,1.5416442155838013
48,1.2316341400146484,1.5426639318466187
49,1.2294310331344604,1.5309182405471802
